id_order;reference;id_shop_group;id_shop;id_carrier;id_lang;id_customer;id_cart;id_currency;id_address_delivery;id_address_invoice;current_state;secure_key;payment;conversion_rate;module;recyclable;gift;gift_message;mobile_theme;shipping_number;total_discounts;total_discounts_tax_incl;total_discounts_tax_excl;total_paid;total_paid_tax_incl;total_paid_tax_excl;total_paid_real;total_products;total_products_wt;total_shipping;total_shipping_tax_incl;total_shipping_tax_excl;carrier_tax_rate;total_wrapping;total_wrapping_tax_incl;total_wrapping_tax_excl;round_mode;round_type;invoice_number;delivery_number;invoice_date;delivery_date;valid;date_add;date_upd
13;YEBYLNNDO;1;1;8;1;71;15;1;72;72;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;3558.000000;3558.000000;2990.000000;0.000000;2990.000000;3558.000000;0.000000;0.000000;0.000000;19.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2018-12-19 16:08:23";"2018-12-19 16:08:23"
14;EGEWURSFX;1;1;8;1;71;16;1;72;72;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;30928.000000;30928.000000;25990.000000;0.000000;25990.000000;30928.000000;0.000000;0.000000;0.000000;19.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2018-12-19 16:12:16";"2018-12-19 16:12:16"
15;RCLBPPARL;1;1;7;1;71;17;1;73;73;6;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;32108.000000;32108.000000;26982.000000;32108.000000;23990.000000;28548.000000;3560.480000;3560.480000;2992.000000;19.000;0.000000;0.000000;0.000000;2;2;5;5;"2018-12-19 17:30:29";"2018-12-19 17:30:29";0;"2018-12-19 17:30:29";"2018-12-20 11:31:31"
16;PFJEFBGJD;1;1;8;1;72;21;1;74;74;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;0.000000;1.000000;1.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2019-01-10 09:31:50";"2019-01-10 09:31:51"
17;TJIMRCSPR;1;1;8;1;73;23;1;75;75;6;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;2.000000;1.000000;1.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;6;"0000-00-00 00:00:00";"2019-01-10 10:41:31";0;"2019-01-10 10:41:31";"2019-01-21 14:53:40"
18;IXMFLSNEO;1;1;7;1;75;30;1;79;79;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;39172.000000;39172.000000;39172.000000;0.000000;33180.000000;33180.000000;5992.000000;5992.000000;5992.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2019-01-30 09:37:26";"2019-01-30 09:37:26"
19;ZRAPJHXZD;1;1;11;1;74;32;1;76;76;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;117990.000000;117990.000000;117990.000000;0.000000;117990.000000;117990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2019-01-31 13:12:13";"2019-01-31 13:12:13"
20;JXDKJHGVD;1;1;11;1;76;39;1;80;80;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;53980.000000;53980.000000;53980.000000;0.000000;53980.000000;53980.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2019-02-04 11:06:12";"2019-02-04 11:06:12"
21;JTABMZOQA;1;1;10;1;71;40;1;72;72;6;*******************;"Pagos por transferencia bancaria";1.000000;ps_wirepayment;0;0;;0;;0.000000;0.000000;0.000000;7990.000000;7990.000000;7990.000000;0.000000;7990.000000;7990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2019-02-04 11:26:04";"2019-02-04 11:27:29"
22;KMPLBRJIJ;1;1;10;1;71;41;1;72;72;6;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;7990.000000;7990.000000;7990.000000;0.000000;7990.000000;7990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2019-02-04 11:28:49";"2019-02-04 15:03:14"
23;YCXREDPPI;1;1;11;1;71;42;1;72;72;6;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2019-02-04 14:15:29";"2019-03-06 16:41:56"
24;QDAHMSENG;1;1;10;1;75;31;1;78;78;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;7990.000000;7990.000000;7990.000000;7990.000000;7990.000000;7990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-02-04 15:52:57";"2019-02-04 16:56:49"
25;MXTTDLDFX;1;1;13;1;80;70;1;86;86;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;23990.000000;23990.000000;23990.000000;23990.000000;23990.000000;23990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-02-12 10:33:14";"2019-02-12 12:53:11"
26;WSSFEVWCY;1;1;13;1;82;78;1;87;87;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;12990.000000;12990.000000;12990.000000;0.000000;12990.000000;12990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2019-02-13 08:56:19";"2019-02-13 08:56:19"
27;OORGHNHTZ;1;1;13;1;83;80;1;88;88;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;15890.000000;15890.000000;15890.000000;15890.000000;15890.000000;15890.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-02-13 12:16:28";"2019-02-13 12:16:28"
28;CURLOZWOG;1;1;13;1;84;90;1;89;89;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;46990.000000;46990.000000;46990.000000;0.000000;46990.000000;46990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2019-02-13 21:55:55";"2019-02-13 21:55:55"
29;OSSPCWQOE;1;1;13;1;81;77;1;93;93;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;82060.000000;82060.000000;82060.000000;82060.000000;82060.000000;82060.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-02-15 15:07:20";"2019-02-15 15:07:20"
30;KEXGYLIPD;1;1;14;1;89;111;1;94;94;14;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;46990.000000;46990.000000;46990.000000;46990.000000;46990.000000;46990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-02-17 10:36:17";"2019-02-17 10:36:17"
31;CWLXCHCGA;1;1;13;1;91;115;1;96;96;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;13990.000000;13990.000000;13990.000000;13990.000000;13990.000000;13990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-02-17 20:30:01";"2019-02-17 20:30:01"
32;TYWUPYXQW;1;1;13;1;92;117;1;97;97;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;6990.000000;6990.000000;6990.000000;6990.000000;6990.000000;6990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-02-18 00:21:11";"2019-02-18 00:21:11"
33;EDFFNFNPD;1;1;13;1;93;122;1;99;99;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;34870.000000;34870.000000;34870.000000;34870.000000;34870.000000;34870.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-02-18 15:51:40";"2019-02-18 15:51:40"
34;NCYADLWOK;1;1;13;1;95;120;1;101;101;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;12990.000000;12990.000000;12990.000000;0.000000;12990.000000;12990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2019-02-18 22:19:02";"2019-02-18 22:19:02"
35;ZAXSGBWKA;1;1;14;1;98;138;1;103;103;14;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;26970.000000;26970.000000;26970.000000;26970.000000;26970.000000;26970.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-02-20 09:29:44";"2019-02-20 09:29:44"
36;MRGXQPLKY;1;1;13;1;99;132;1;105;105;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;70980.000000;70980.000000;70980.000000;70980.000000;70980.000000;70980.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-02-20 20:14:40";"2019-02-20 20:14:40"
37;KFBWJQKBC;1;1;13;1;101;150;1;106;106;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;34480.000000;34480.000000;34480.000000;34480.000000;34480.000000;34480.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-02-21 00:14:25";"2019-02-21 00:14:25"
38;QLKKTZARI;1;1;13;1;102;156;1;107;107;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;26360.000000;26360.000000;26360.000000;0.000000;26360.000000;26360.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2019-02-21 12:40:26";"2019-02-21 12:40:26"
39;DQJUFZFFE;1;1;13;1;102;157;1;107;107;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;26360.000000;26360.000000;26360.000000;0.000000;26360.000000;26360.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2019-02-21 12:43:33";"2019-02-21 12:43:33"
40;ZGEKDKOXV;1;1;13;1;102;161;1;107;107;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;26360.000000;26360.000000;26360.000000;0.000000;26360.000000;26360.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2019-02-21 12:53:07";"2019-02-21 12:53:07"
41;AHDFRFOGG;1;1;13;1;102;162;1;107;107;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;26360.000000;26360.000000;26360.000000;26360.000000;26360.000000;26360.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-02-21 12:55:05";"2019-02-21 12:55:06"
42;XBDSTXHVF;1;1;14;1;108;172;1;113;113;14;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;26210.000000;26210.000000;26210.000000;26210.000000;26210.000000;26210.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-02-22 19:54:10";"2019-02-22 19:54:10"
43;TUOPAJLUI;1;1;13;1;109;173;1;114;114;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;12350.000000;12350.000000;12350.000000;12350.000000;12350.000000;12350.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-02-22 20:01:18";"2019-02-22 20:01:18"
44;EJHEFOOZU;1;1;13;1;110;175;1;116;116;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;16990.000000;16990.000000;16990.000000;16990.000000;16990.000000;16990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-02-22 21:03:27";"2019-02-22 21:03:27"
45;IYUXUNOIO;1;1;13;1;111;177;1;117;117;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;18680.000000;18680.000000;18680.000000;0.000000;18680.000000;18680.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2019-02-22 21:22:46";"2019-02-22 21:22:46"
46;TPMXIRFCR;1;1;13;1;111;178;1;117;117;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;13990.000000;13990.000000;13990.000000;13990.000000;13990.000000;13990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-02-22 21:29:12";"2019-02-22 21:29:12"
47;ZLCZIJZDQ;1;1;13;1;114;186;1;119;119;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;34100.000000;34100.000000;34100.000000;34100.000000;34100.000000;34100.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-02-23 17:28:10";"2019-02-23 17:28:11"
48;EWSFRELWJ;1;1;13;1;116;208;1;120;120;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;14690.000000;14690.000000;14690.000000;14690.000000;14690.000000;14690.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-02-25 11:31:31";"2019-02-25 11:31:31"
49;KJDARBQUN;1;1;13;1;117;209;1;121;121;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;19990.000000;19990.000000;19990.000000;0.000000;19990.000000;19990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2019-02-25 12:24:46";"2019-02-25 12:24:47"
50;IIVXBPMFB;1;1;13;1;119;216;1;122;122;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;19990.000000;19990.000000;19990.000000;0.000000;19990.000000;19990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2019-02-25 16:39:06";"2019-02-25 16:39:06"
51;JMYLJKGVQ;1;1;13;1;119;226;1;122;122;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;19990.000000;19990.000000;19990.000000;19990.000000;19990.000000;19990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-02-26 13:13:39";"2019-02-26 13:13:39"
52;GBPRCTRDW;1;1;13;1;117;210;1;124;124;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;23990.000000;23990.000000;23990.000000;0.000000;23990.000000;23990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2019-02-28 16:41:32";"2019-02-28 16:41:32"
53;BXRSBIUUY;1;1;13;1;124;274;1;125;125;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;39770.000000;39770.000000;39770.000000;39770.000000;39770.000000;39770.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-03-01 17:46:14";"2019-03-01 17:46:14"
54;JTTPYGQTC;1;1;13;1;126;299;1;126;126;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;14990.000000;14990.000000;14990.000000;14990.000000;14990.000000;14990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-03-04 12:22:06";"2019-03-04 12:22:06"
55;ADVRCDRMU;1;1;13;1;127;301;1;127;127;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;38770.000000;38770.000000;38770.000000;38770.000000;38770.000000;38770.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-03-04 13:08:52";"2019-03-04 13:08:52"
56;KPRVYFRUL;1;1;13;1;87;96;1;92;92;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;13990.000000;13990.000000;13990.000000;13990.000000;13990.000000;13990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-03-04 16:11:57";"2019-03-04 16:11:57"
57;XCNZEFJMO;1;1;13;1;130;313;1;130;130;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;19990.000000;19990.000000;19990.000000;19990.000000;19990.000000;19990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-03-05 15:30:04";"2019-03-05 15:30:04"
58;CIGQMXQNW;1;1;13;1;133;326;1;132;132;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;23990.000000;23990.000000;23990.000000;23990.000000;23990.000000;23990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-03-06 12:45:10";"2019-03-06 12:45:11"
59;OCLNFWMBX;1;1;14;1;135;332;1;135;135;14;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;32370.000000;32370.000000;32370.000000;32370.000000;32370.000000;32370.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-03-06 14:31:30";"2019-03-06 14:31:30"
60;GGHWTMDKJ;1;1;13;1;138;345;1;137;137;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;17990.000000;17990.000000;17990.000000;17990.000000;17990.000000;17990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-03-06 21:18:29";"2019-03-06 21:18:29"
61;BMXEKOQBZ;1;1;13;1;139;347;1;138;138;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;23990.000000;23990.000000;23990.000000;0.000000;23990.000000;23990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2019-03-07 05:28:34";"2019-03-07 05:28:34"
62;KEMEIZNUG;1;1;13;1;141;362;1;139;139;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;4590.000000;4590.000000;4590.000000;4590.000000;4590.000000;4590.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2019-03-07 22:18:49";"2019-03-07 22:18:49"
